country,city,cases,datetime
NL,Zwartewaterland,2,2020-03-13T14:00:00
NL,Oegstgeest,2,2020-03-13T14:00:00
NL,Purmerend,2,2020-03-13T14:00:00
NL,Heiloo,2,2020-03-13T14:00:00
NL,Horst aan de Maas,2,2020-03-13T14:00:00
NL,Cuijk,2,2020-03-13T14:00:00
NL,Heemstede,2,2020-03-13T14:00:00
NL,Heerlen,2,2020-03-13T14:00:00
NL,Cranendonck,2,2020-03-13T14:00:00
NL,Gouda,2,2020-03-13T14:00:00
NL,Goes,2,2020-03-13T14:00:00
NL,Woerden,2,2020-03-13T14:00:00
NL,Hellendoorn,2,2020-03-13T14:00:00
NL,Buren,2,2020-03-13T14:00:00
NL,West Maas en Waal,2,2020-03-13T14:00:00
NL,Wijk bij Duurstede,2,2020-03-13T14:00:00
NL,Culemborg,2,2020-03-13T14:00:00
NL,De Fryske Marren,2,2020-03-13T14:00:00
NL,Bronckhorst,2,2020-03-13T14:00:00
NL,Geldrop-Mierlo,2,2020-03-13T14:00:00
NL,Diemen,2,2020-03-13T14:00:00
NL,Delft,2,2020-03-13T14:00:00
NL,Harderwijk,2,2020-03-13T14:00:00
NL,Enschede,3,2020-03-13T14:00:00
NL,Deurne,3,2020-03-13T14:00:00
NL,Gooise Meren,3,2020-03-13T14:00:00
NL,Amstelveen,3,2020-03-13T14:00:00
NL,Zundert,3,2020-03-13T14:00:00
NL,Oss,3,2020-03-13T14:00:00
NL,Wijchen,3,2020-03-13T14:00:00
NL,Dinkelland,3,2020-03-13T14:00:00
NL,Aalsmeer,3,2020-03-13T14:00:00
NL,Groningen,3,2020-03-13T14:00:00
NL,West Betuwe,3,2020-03-13T14:00:00
NL,Lelystad,3,2020-03-13T14:00:00
NL,Krimpenerwaard,3,2020-03-13T14:00:00
NL,Borne,3,2020-03-13T14:00:00
NL,Oosterhout,3,2020-03-13T14:00:00
NL,Best,3,2020-03-13T14:00:00
NL,Beuningen,3,2020-03-13T14:00:00
NL,Leidschendam-Voorburg,3,2020-03-13T14:00:00
NL,Langedijk,3,2020-03-13T14:00:00
NL,Neder-Betuwe,3,2020-03-13T14:00:00
NL,Haarlem,4,2020-03-13T14:00:00
NL,Alphen aan den Rijn,4,2020-03-13T14:00:00
NL,Heusden,4,2020-03-13T14:00:00
NL,Leudal,4,2020-03-13T14:00:00
NL,Ermelo,4,2020-03-13T14:00:00
NL,Amersfoort,4,2020-03-13T14:00:00
NL,Zeist,4,2020-03-13T14:00:00
NL,Arnhem,4,2020-03-13T14:00:00
NL,Landerd,4,2020-03-13T14:00:00
NL,Dongen,4,2020-03-13T14:00:00
NL,Lansingerland,4,2020-03-13T14:00:00
NL,Leiden,4,2020-03-13T14:00:00
NL,Hilvarenbeek,5,2020-03-13T14:00:00
NL,Berg en Dal,5,2020-03-13T14:00:00
NL,Beverwijk,5,2020-03-13T14:00:00
NL,Hardinxveld-Giessendam,5,2020-03-13T14:00:00
NL,Drimmelen,5,2020-03-13T14:00:00
NL,Sint-Michielsgestel,5,2020-03-13T14:00:00
NL,Stichtse Vecht,6,2020-03-13T14:00:00
NL,Etten-Leur,6,2020-03-13T14:00:00
NL,Goirle,6,2020-03-13T14:00:00
NL,Pijnacker-Nootdorp,6,2020-03-13T14:00:00
NL,Oisterwijk,6,2020-03-13T14:00:00
NL,Loon op Zand,7,2020-03-13T14:00:00
NL,Renkum,7,2020-03-13T14:00:00
NL,Haaren,7,2020-03-13T14:00:00
NL,'s-Gravenhage,8,2020-03-13T14:00:00
NL,Beekdaelen,8,2020-03-13T14:00:00
NL,Soest,8,2020-03-13T14:00:00
NL,Peel en Maas,8,2020-03-13T14:00:00
NL,Nijmegen,8,2020-03-13T14:00:00
NL,Altena,8,2020-03-13T14:00:00
NL,Waalwijk,9,2020-03-13T14:00:00
NL,Maastricht,10,2020-03-13T14:00:00
NL,Coevorden,11,2020-03-13T14:00:00
NL,De Bilt,11,2020-03-13T14:00:00
NL,Gemert-Bakel,11,2020-03-13T14:00:00
NL,'s-Hertogenbosch,11,2020-03-13T14:00:00
NL,Boekel,11,2020-03-13T14:00:00
NL,Eindhoven,12,2020-03-13T14:00:00
NL,Houten,13,2020-03-13T14:00:00
NL,Bernheze,13,2020-03-13T14:00:00
NL,Helmond,16,2020-03-13T14:00:00
NL,Amsterdam,20,2020-03-13T14:00:00
NL,Rotterdam,20,2020-03-13T14:00:00
NL,Sittard-Geleen,23,2020-03-13T14:00:00
NL,Uden,25,2020-03-13T14:00:00
NL,Meierijstad,25,2020-03-13T14:00:00
NL,Utrecht,26,2020-03-13T14:00:00
NL,Breda,53,2020-03-13T14:00:00
NL,Tilburg,67,2020-03-13T14:00:00
NL,sum,776,2020-03-13T14:00:00
NL,Vlaardingen,1,2020-03-14T14:30:00
NL,Huizen,1,2020-03-14T14:30:00
NL,Hoeksche Waard,1,2020-03-14T14:30:00
NL,Tubbergen,1,2020-03-14T14:30:00
NL,Veenendaal,1,2020-03-14T14:30:00
NL,Hellevoetsluis,1,2020-03-14T14:30:00
NL,Heeze-Leende,1,2020-03-14T14:30:00
NL,Veere,1,2020-03-14T14:30:00
NL,Heemskerk,1,2020-03-14T14:30:00
NL,Veldhoven,1,2020-03-14T14:30:00
NL,IJsselstein,1,2020-03-14T14:30:00
NL,Velsen,1,2020-03-14T14:30:00
NL,Gilze en Rijen,1,2020-03-14T14:30:00
NL,Gennep,1,2020-03-14T14:30:00
NL,Geertruidenberg,1,2020-03-14T14:30:00
NL,Voorst,1,2020-03-14T14:30:00
NL,Emmen,1,2020-03-14T14:30:00
NL,Elburg,1,2020-03-14T14:30:00
NL,Waalre,1,2020-03-14T14:30:00
NL,Eijsden-Margraten,1,2020-03-14T14:30:00
NL,Duiven,1,2020-03-14T14:30:00
NL,Goeree-Overflakkee,1,2020-03-14T14:30:00
NL,Katwijk,1,2020-03-14T14:30:00
NL,Kerkrade,1,2020-03-14T14:30:00
NL,Koggenland,1,2020-03-14T14:30:00
NL,Reimerswaal,1,2020-03-14T14:30:00
NL,Pekela,1,2020-03-14T14:30:00
NL,Rheden,1,2020-03-14T14:30:00
NL,Ridderkerk,1,2020-03-14T14:30:00
NL,Ommen,1,2020-03-14T14:30:00
NL,Oldenzaal,1,2020-03-14T14:30:00
NL,Oldebroek,1,2020-03-14T14:30:00
NL,Nunspeet,1,2020-03-14T14:30:00
NL,"Nuenen, Gerwen en Nederwetten",1,2020-03-14T14:30:00
NL,Nissewaard,1,2020-03-14T14:30:00
NL,Nieuwkoop,1,2020-03-14T14:30:00
NL,Moerdijk,1,2020-03-14T14:30:00
NL,Maassluis,1,2020-03-14T14:30:00
NL,Maasgouw,1,2020-03-14T14:30:00
NL,Someren,1,2020-03-14T14:30:00
NL,Staphorst,1,2020-03-14T14:30:00
NL,Leeuwarden,1,2020-03-14T14:30:00
NL,Súdwest-Fryslân,1,2020-03-14T14:30:00
NL,Terneuzen,1,2020-03-14T14:30:00
NL,Laarbeek,1,2020-03-14T14:30:00
NL,Krimpen aan den IJssel,1,2020-03-14T14:30:00
NL,Waddinxveen,1,2020-03-14T14:30:00
NL,Dordrecht,1,2020-03-14T14:30:00
NL,Raalte,1,2020-03-14T14:30:00
NL,Waterland,1,2020-03-14T14:30:00
NL,Bodegraven-Reeuwijk,1,2020-03-14T14:30:00
NL,Bloemendaal,1,2020-03-14T14:30:00
NL,Bladel,1,2020-03-14T14:30:00
NL,Woudenberg,1,2020-03-14T14:30:00
NL,Bergen op Zoom,1,2020-03-14T14:30:00
NL,Bergen (NH.),1,2020-03-14T14:30:00
NL,Borsele,1,2020-03-14T14:30:00
NL,Bergeijk,1,2020-03-14T14:30:00
NL,Zandvoort,1,2020-03-14T14:30:00
NL,Barendrecht,1,2020-03-14T14:30:00
NL,Alphen-Chaam,1,2020-03-14T14:30:00
NL,Almelo,1,2020-03-14T14:30:00
NL,Alkmaar,1,2020-03-14T14:30:00
NL,Albrandswaard,1,2020-03-14T14:30:00
NL,Zaltbommel,1,2020-03-14T14:30:00
NL,Boxmeer,1,2020-03-14T14:30:00
NL,Blaricum,1,2020-03-14T14:30:00
NL,Den Helder,1,2020-03-14T14:30:00
NL,De Wolden,1,2020-03-14T14:30:00
NL,West Maas en Waal,2,2020-03-14T14:30:00
NL,Noordoostpolder,2,2020-03-14T14:30:00
NL,Opsterland,2,2020-03-14T14:30:00
NL,Woerden,2,2020-03-14T14:30:00
NL,Vught,2,2020-03-14T14:30:00
NL,Roosendaal,2,2020-03-14T14:30:00
NL,Zwijndrecht,2,2020-03-14T14:30:00
NL,Zaanstad,2,2020-03-14T14:30:00
NL,Landsmeer,2,2020-03-14T14:30:00
NL,Cranendonck,2,2020-03-14T14:30:00
NL,De Fryske Marren,2,2020-03-14T14:30:00
NL,Culemborg,2,2020-03-14T14:30:00
NL,Schouwen-Duiveland,2,2020-03-14T14:30:00
NL,Son en Breugel,2,2020-03-14T14:30:00
NL,Delft,2,2020-03-14T14:30:00
NL,Eersel,2,2020-03-14T14:30:00
NL,Smallingerland,2,2020-03-14T14:30:00
NL,Sint Anthonis,2,2020-03-14T14:30:00
NL,Zeewolde,2,2020-03-14T14:30:00
NL,Noordwijk,2,2020-03-14T14:30:00
NL,Zwartewaterland,2,2020-03-14T14:30:00
NL,Geldrop-Mierlo,2,2020-03-14T14:30:00
NL,Wassenaar,2,2020-03-14T14:30:00
NL,Roermond,2,2020-03-14T14:30:00
NL,Goes,2,2020-03-14T14:30:00
NL,Purmerend,2,2020-03-14T14:30:00
NL,Vijfheerenlanden,2,2020-03-14T14:30:00
NL,Gouda,2,2020-03-14T14:30:00
NL,Diemen,2,2020-03-14T14:30:00
NL,Westvoorne,2,2020-03-14T14:30:00
NL,Harderwijk,2,2020-03-14T14:30:00
NL,Buren,2,2020-03-14T14:30:00
NL,Bronckhorst,2,2020-03-14T14:30:00
NL,Tiel,2,2020-03-14T14:30:00
NL,Heemstede,2,2020-03-14T14:30:00
NL,Simpelveld,2,2020-03-14T14:30:00
NL,Boxtel,2,2020-03-14T14:30:00
NL,Heiloo,2,2020-03-14T14:30:00
NL,Hellendoorn,2,2020-03-14T14:30:00
NL,Cuijk,2,2020-03-14T14:30:00
NL,Vlissingen,2,2020-03-14T14:30:00
NL,Utrechtse Heuvelrug,2,2020-03-14T14:30:00
NL,Almere,2,2020-03-14T14:30:00
NL,Wijk bij Duurstede,2,2020-03-14T14:30:00
NL,Hoogeveen,2,2020-03-14T14:30:00
NL,Deurne,3,2020-03-14T14:30:00
NL,Zundert,3,2020-03-14T14:30:00
NL,Dronten,3,2020-03-14T14:30:00
NL,Amstelveen,3,2020-03-14T14:30:00
NL,Druten,3,2020-03-14T14:30:00
NL,Schagen,3,2020-03-14T14:30:00
NL,Langedijk,3,2020-03-14T14:30:00
NL,Apeldoorn,3,2020-03-14T14:30:00
NL,Groningen,3,2020-03-14T14:30:00
NL,Venlo,3,2020-03-14T14:30:00
NL,Wijchen,3,2020-03-14T14:30:00
NL,Borne,3,2020-03-14T14:30:00
NL,Horst aan de Maas,3,2020-03-14T14:30:00
NL,West Betuwe,3,2020-03-14T14:30:00
NL,Krimpenerwaard,3,2020-03-14T14:30:00
NL,Best,3,2020-03-14T14:30:00
NL,Zwolle,3,2020-03-14T14:30:00
NL,Enschede,3,2020-03-14T14:30:00
NL,Stein,3,2020-03-14T14:30:00
NL,Leidschendam-Voorburg,3,2020-03-14T14:30:00
NL,Lingewaard,3,2020-03-14T14:30:00
NL,Neder-Betuwe,3,2020-03-14T14:30:00
NL,Nederweert,3,2020-03-14T14:30:00
NL,Aalsmeer,3,2020-03-14T14:30:00
NL,Zeist,4,2020-03-14T14:30:00
NL,Landgraaf,4,2020-03-14T14:30:00
NL,Heerlen,4,2020-03-14T14:30:00
NL,Heusden,4,2020-03-14T14:30:00
NL,Gooise Meren,4,2020-03-14T14:30:00
NL,Lansingerland,4,2020-03-14T14:30:00
NL,Leiden,4,2020-03-14T14:30:00
NL,Dinkelland,4,2020-03-14T14:30:00
NL,Castricum,4,2020-03-14T14:30:00
NL,Beuningen,4,2020-03-14T14:30:00
NL,Haarlem,4,2020-03-14T14:30:00
NL,Overbetuwe,4,2020-03-14T14:30:00
NL,Oegstgeest,4,2020-03-14T14:30:00
NL,Oss,4,2020-03-14T14:30:00
NL,Amersfoort,4,2020-03-14T14:30:00
NL,Arnhem,4,2020-03-14T14:30:00
NL,Oosterhout,4,2020-03-14T14:30:00
NL,Ermelo,5,2020-03-14T14:30:00
NL,Landerd,5,2020-03-14T14:30:00
NL,Lelystad,5,2020-03-14T14:30:00
NL,Drimmelen,5,2020-03-14T14:30:00
NL,Hardinxveld-Giessendam,5,2020-03-14T14:30:00
NL,Dongen,5,2020-03-14T14:30:00
NL,Beverwijk,5,2020-03-14T14:30:00
NL,Hilvarenbeek,5,2020-03-14T14:30:00
NL,Alphen aan den Rijn,6,2020-03-14T14:30:00
NL,Pijnacker-Nootdorp,6,2020-03-14T14:30:00
NL,Goirle,6,2020-03-14T14:30:00
NL,Berg en Dal,6,2020-03-14T14:30:00
NL,Leudal,6,2020-03-14T14:30:00
NL,Oisterwijk,6,2020-03-14T14:30:00
NL,Sint-Michielsgestel,6,2020-03-14T14:30:00
NL,Stichtse Vecht,6,2020-03-14T14:30:00
NL,Haaren,7,2020-03-14T14:30:00
NL,Etten-Leur,7,2020-03-14T14:30:00
NL,Renkum,7,2020-03-14T14:30:00
NL,Loon op Zand,7,2020-03-14T14:30:00
NL,Waalwijk,8,2020-03-14T14:30:00
NL,Soest,8,2020-03-14T14:30:00
NL,Altena,9,2020-03-14T14:30:00
NL,'s-Gravenhage,9,2020-03-14T14:30:00
NL,Beekdaelen,9,2020-03-14T14:30:00
NL,Nijmegen,9,2020-03-14T14:30:00
NL,Peel en Maas,10,2020-03-14T14:30:00
NL,De Bilt,11,2020-03-14T14:30:00
NL,Coevorden,11,2020-03-14T14:30:00
NL,Boekel,12,2020-03-14T14:30:00
NL,Eindhoven,13,2020-03-14T14:30:00
NL,Houten,13,2020-03-14T14:30:00
NL,Gemert-Bakel,13,2020-03-14T14:30:00
NL,'s-Hertogenbosch,14,2020-03-14T14:30:00
NL,Bernheze,15,2020-03-14T14:30:00
NL,Maastricht,16,2020-03-14T14:30:00
NL,Helmond,17,2020-03-14T14:30:00
NL,Rotterdam,24,2020-03-14T14:30:00
NL,Uden,28,2020-03-14T14:30:00
NL,Meierijstad,30,2020-03-14T14:30:00
NL,Utrecht,30,2020-03-14T14:30:00
NL,Amsterdam,31,2020-03-14T14:30:00
NL,Sittard-Geleen,35,2020-03-14T14:30:00
NL,Breda,64,2020-03-14T14:30:00
NL,Tilburg,68,2020-03-14T14:30:00
NL,sum,922,2020-03-14T14:30:00
NL,Velsen,1,2020-03-15T14:00:00
NL,Katwijk,1,2020-03-15T14:00:00
NL,Huizen,1,2020-03-15T14:00:00
NL,Hof van Twente,1,2020-03-15T14:00:00
NL,Súdwest-Fryslân,1,2020-03-15T14:00:00
NL,Terneuzen,1,2020-03-15T14:00:00
NL,Tholen,1,2020-03-15T14:00:00
NL,Hellevoetsluis,1,2020-03-15T14:00:00
NL,Heeze-Leende,1,2020-03-15T14:00:00
NL,Heerhugowaard,1,2020-03-15T14:00:00
NL,Heemskerk,1,2020-03-15T14:00:00
NL,Tubbergen,1,2020-03-15T14:00:00
NL,Koggenland,1,2020-03-15T14:00:00
NL,Haarlemmermeer,1,2020-03-15T14:00:00
NL,Haaksbergen,1,2020-03-15T14:00:00
NL,Gulpen-Wittem,1,2020-03-15T14:00:00
NL,Veere,1,2020-03-15T14:00:00
NL,Veldhoven,1,2020-03-15T14:00:00
NL,Gilze en Rijen,1,2020-03-15T14:00:00
NL,Gennep,1,2020-03-15T14:00:00
NL,Geertruidenberg,1,2020-03-15T14:00:00
NL,Vlaardingen,1,2020-03-15T14:00:00
NL,Emmen,1,2020-03-15T14:00:00
NL,Elburg,1,2020-03-15T14:00:00
NL,Ede,1,2020-03-15T14:00:00
NL,Veenendaal,1,2020-03-15T14:00:00
NL,Krimpen aan den IJssel,1,2020-03-15T14:00:00
NL,Steenbergen,1,2020-03-15T14:00:00
NL,Laarbeek,1,2020-03-15T14:00:00
NL,Raalte,1,2020-03-15T14:00:00
NL,Oudewater,1,2020-03-15T14:00:00
NL,Reimerswaal,1,2020-03-15T14:00:00
NL,Rheden,1,2020-03-15T14:00:00
NL,Ommen,1,2020-03-15T14:00:00
NL,Oldenzaal,1,2020-03-15T14:00:00
NL,Oldebroek,1,2020-03-15T14:00:00
NL,Ridderkerk,1,2020-03-15T14:00:00
NL,Nunspeet,1,2020-03-15T14:00:00
NL,"Nuenen, Gerwen en Nederwetten",1,2020-03-15T14:00:00
NL,Nissewaard,1,2020-03-15T14:00:00
NL,Rozendaal,1,2020-03-15T14:00:00
NL,Nieuwkoop,1,2020-03-15T14:00:00
NL,Nieuwegein,1,2020-03-15T14:00:00
NL,Rucphen,1,2020-03-15T14:00:00
NL,Molenlanden,1,2020-03-15T14:00:00
NL,Moerdijk,1,2020-03-15T14:00:00
NL,Mill en Sint Hubert,1,2020-03-15T14:00:00
NL,Midden-Groningen,1,2020-03-15T14:00:00
NL,Schiedam,1,2020-03-15T14:00:00
NL,Maassluis,1,2020-03-15T14:00:00
NL,Sluis,1,2020-03-15T14:00:00
NL,Leeuwarden,1,2020-03-15T14:00:00
NL,Someren,1,2020-03-15T14:00:00
NL,Staphorst,1,2020-03-15T14:00:00
NL,Duiven,1,2020-03-15T14:00:00
NL,Voorst,1,2020-03-15T14:00:00
NL,Pekela,1,2020-03-15T14:00:00
NL,Zaltbommel,1,2020-03-15T14:00:00
NL,Waalre,1,2020-03-15T14:00:00
NL,Westland,1,2020-03-15T14:00:00
NL,Bodegraven-Reeuwijk,1,2020-03-15T14:00:00
NL,Bloemendaal,1,2020-03-15T14:00:00
NL,Blaricum,1,2020-03-15T14:00:00
NL,Bladel,1,2020-03-15T14:00:00
NL,Westerkwartier,1,2020-03-15T14:00:00
NL,Woudenberg,1,2020-03-15T14:00:00
NL,Bergen (NH.),1,2020-03-15T14:00:00
NL,Dalfsen,1,2020-03-15T14:00:00
NL,Bergeijk,1,2020-03-15T14:00:00
NL,Boxmeer,1,2020-03-15T14:00:00
NL,De Wolden,1,2020-03-15T14:00:00
NL,Asten,1,2020-03-15T14:00:00
NL,Zandvoort,1,2020-03-15T14:00:00
NL,Borsele,1,2020-03-15T14:00:00
NL,Den Helder,1,2020-03-15T14:00:00
NL,Dordrecht,1,2020-03-15T14:00:00
NL,Waddinxveen,1,2020-03-15T14:00:00
NL,Doesburg,1,2020-03-15T14:00:00
NL,Albrandswaard,1,2020-03-15T14:00:00
NL,Deventer,1,2020-03-15T14:00:00
NL,Alphen-Chaam,1,2020-03-15T14:00:00
NL,Alkmaar,1,2020-03-15T14:00:00
NL,Almelo,1,2020-03-15T14:00:00
NL,Hoogeveen,2,2020-03-15T14:00:00
NL,Kerkrade,2,2020-03-15T14:00:00
NL,Opsterland,2,2020-03-15T14:00:00
NL,Son en Breugel,2,2020-03-15T14:00:00
NL,Sint Anthonis,2,2020-03-15T14:00:00
NL,Noordoostpolder,2,2020-03-15T14:00:00
NL,Schouwen-Duiveland,2,2020-03-15T14:00:00
NL,Maasgouw,2,2020-03-15T14:00:00
NL,Almere,2,2020-03-15T14:00:00
NL,Zwartewaterland,2,2020-03-15T14:00:00
NL,Zaanstad,2,2020-03-15T14:00:00
NL,Roermond,2,2020-03-15T14:00:00
NL,Zeewolde,2,2020-03-15T14:00:00
NL,Barneveld,2,2020-03-15T14:00:00
NL,Noordwijk,2,2020-03-15T14:00:00
NL,Woerden,2,2020-03-15T14:00:00
NL,Vught,2,2020-03-15T14:00:00
NL,IJsselstein,2,2020-03-15T14:00:00
NL,Boxtel,2,2020-03-15T14:00:00
NL,Goes,2,2020-03-15T14:00:00
NL,Goeree-Overflakkee,2,2020-03-15T14:00:00
NL,Hoeksche Waard,2,2020-03-15T14:00:00
NL,Culemborg,2,2020-03-15T14:00:00
NL,Utrechtse Heuvelrug,2,2020-03-15T14:00:00
NL,Cuijk,2,2020-03-15T14:00:00
NL,Harderwijk,2,2020-03-15T14:00:00
NL,Delft,2,2020-03-15T14:00:00
NL,Cranendonck,2,2020-03-15T14:00:00
NL,Geldrop-Mierlo,2,2020-03-15T14:00:00
NL,Waterland,2,2020-03-15T14:00:00
NL,Vijfheerenlanden,2,2020-03-15T14:00:00
NL,Purmerend,2,2020-03-15T14:00:00
NL,Heemstede,2,2020-03-15T14:00:00
NL,Eersel,2,2020-03-15T14:00:00
NL,Vlissingen,2,2020-03-15T14:00:00
NL,Heumen,2,2020-03-15T14:00:00
NL,Wassenaar,2,2020-03-15T14:00:00
NL,Bronckhorst,2,2020-03-15T14:00:00
NL,Hellendoorn,2,2020-03-15T14:00:00
NL,Buren,2,2020-03-15T14:00:00
NL,Diemen,2,2020-03-15T14:00:00
NL,Heiloo,2,2020-03-15T14:00:00
NL,Apeldoorn,3,2020-03-15T14:00:00
NL,Enschede,3,2020-03-15T14:00:00
NL,Amstelveen,3,2020-03-15T14:00:00
NL,Zwijndrecht,3,2020-03-15T14:00:00
NL,Eijsden-Margraten,3,2020-03-15T14:00:00
NL,Nederweert,3,2020-03-15T14:00:00
NL,Barendrecht,3,2020-03-15T14:00:00
NL,Zundert,3,2020-03-15T14:00:00
NL,Aalsmeer,3,2020-03-15T14:00:00
NL,Gouda,3,2020-03-15T14:00:00
NL,Horst aan de Maas,3,2020-03-15T14:00:00
NL,Stein,3,2020-03-15T14:00:00
NL,Borne,3,2020-03-15T14:00:00
NL,Westvoorne,3,2020-03-15T14:00:00
NL,Tiel,3,2020-03-15T14:00:00
NL,Landsmeer,3,2020-03-15T14:00:00
NL,Wijk bij Duurstede,3,2020-03-15T14:00:00
NL,Beek,3,2020-03-15T14:00:00
NL,Smallingerland,3,2020-03-15T14:00:00
NL,West Maas en Waal,3,2020-03-15T14:00:00
NL,Leidschendam-Voorburg,3,2020-03-15T14:00:00
NL,Simpelveld,3,2020-03-15T14:00:00
NL,Lingewaard,3,2020-03-15T14:00:00
NL,West Betuwe,3,2020-03-15T14:00:00
NL,De Fryske Marren,3,2020-03-15T14:00:00
NL,Best,3,2020-03-15T14:00:00
NL,Wijchen,4,2020-03-15T14:00:00
NL,Venlo,4,2020-03-15T14:00:00
NL,Schagen,4,2020-03-15T14:00:00
NL,Landgraaf,4,2020-03-15T14:00:00
NL,Haarlem,4,2020-03-15T14:00:00
NL,Dinkelland,4,2020-03-15T14:00:00
NL,Deurne,4,2020-03-15T14:00:00
NL,Langedijk,4,2020-03-15T14:00:00
NL,Zwolle,4,2020-03-15T14:00:00
NL,Neder-Betuwe,4,2020-03-15T14:00:00
NL,Leiden,4,2020-03-15T14:00:00
NL,Bergen op Zoom,4,2020-03-15T14:00:00
NL,Beuningen,4,2020-03-15T14:00:00
NL,Oegstgeest,4,2020-03-15T14:00:00
NL,Heusden,4,2020-03-15T14:00:00
NL,Gooise Meren,4,2020-03-15T14:00:00
NL,Krimpenerwaard,4,2020-03-15T14:00:00
NL,Druten,5,2020-03-15T14:00:00
NL,Landerd,5,2020-03-15T14:00:00
NL,Hilvarenbeek,5,2020-03-15T14:00:00
NL,Hardinxveld-Giessendam,5,2020-03-15T14:00:00
NL,Lansingerland,5,2020-03-15T14:00:00
NL,Drimmelen,5,2020-03-15T14:00:00
NL,Heerlen,5,2020-03-15T14:00:00
NL,Dongen,5,2020-03-15T14:00:00
NL,Castricum,5,2020-03-15T14:00:00
NL,Beverwijk,5,2020-03-15T14:00:00
NL,Oss,5,2020-03-15T14:00:00
NL,Roosendaal,5,2020-03-15T14:00:00
NL,Oosterhout,5,2020-03-15T14:00:00
NL,Overbetuwe,6,2020-03-15T14:00:00
NL,Groningen,6,2020-03-15T14:00:00
NL,Goirle,6,2020-03-15T14:00:00
NL,Berg en Dal,6,2020-03-15T14:00:00
NL,Sint-Michielsgestel,6,2020-03-15T14:00:00
NL,Oisterwijk,6,2020-03-15T14:00:00
NL,Alphen aan den Rijn,6,2020-03-15T14:00:00
NL,Dronten,6,2020-03-15T14:00:00
NL,Leudal,6,2020-03-15T14:00:00
NL,Zeist,6,2020-03-15T14:00:00
NL,Haaren,7,2020-03-15T14:00:00
NL,Ermelo,7,2020-03-15T14:00:00
NL,Arnhem,7,2020-03-15T14:00:00
NL,Loon op Zand,7,2020-03-15T14:00:00
NL,Pijnacker-Nootdorp,7,2020-03-15T14:00:00
NL,Lelystad,7,2020-03-15T14:00:00
NL,Stichtse Vecht,7,2020-03-15T14:00:00
NL,Waalwijk,8,2020-03-15T14:00:00
NL,Soest,8,2020-03-15T14:00:00
NL,Renkum,8,2020-03-15T14:00:00
NL,Etten-Leur,8,2020-03-15T14:00:00
NL,Altena,10,2020-03-15T14:00:00
NL,'s-Gravenhage,10,2020-03-15T14:00:00
NL,Amersfoort,10,2020-03-15T14:00:00
NL,Coevorden,11,2020-03-15T14:00:00
NL,Boekel,12,2020-03-15T14:00:00
NL,Nijmegen,12,2020-03-15T14:00:00
NL,Beekdaelen,12,2020-03-15T14:00:00
NL,De Bilt,12,2020-03-15T14:00:00
NL,Houten,13,2020-03-15T14:00:00
NL,'s-Hertogenbosch,14,2020-03-15T14:00:00
NL,Peel en Maas,14,2020-03-15T14:00:00
NL,Gemert-Bakel,16,2020-03-15T14:00:00
NL,Bernheze,16,2020-03-15T14:00:00
NL,Helmond,17,2020-03-15T14:00:00
NL,Eindhoven,21,2020-03-15T14:00:00
NL,Maastricht,21,2020-03-15T14:00:00
NL,Rotterdam,25,2020-03-15T14:00:00
NL,Amsterdam,31,2020-03-15T14:00:00
NL,Uden,33,2020-03-15T14:00:00
NL,Meierijstad,34,2020-03-15T14:00:00
NL,Sittard-Geleen,37,2020-03-15T14:00:00
NL,Utrecht,38,2020-03-15T14:00:00
NL,Tilburg,68,2020-03-15T14:00:00
NL,Breda,71,2020-03-15T14:00:00
NL,sum,1077,2020-03-15T14:00:00
NL,Rozendaal,1,2020-03-16T14:00:00
NL,Harlingen,1,2020-03-16T14:00:00
NL,Valkenburg aan de Geul,1,2020-03-16T14:00:00
NL,Veenendaal,1,2020-03-16T14:00:00
NL,Haaksbergen,1,2020-03-16T14:00:00
NL,Veere,1,2020-03-16T14:00:00
NL,Nieuwegein,1,2020-03-16T14:00:00
NL,Nieuwkoop,1,2020-03-16T14:00:00
NL,Veldhoven,1,2020-03-16T14:00:00
NL,Nijkerk,1,2020-03-16T14:00:00
NL,Gilze en Rijen,1,2020-03-16T14:00:00
NL,Tytsjerksteradiel,1,2020-03-16T14:00:00
NL,Gennep,1,2020-03-16T14:00:00
NL,Noordenveld,1,2020-03-16T14:00:00
NL,Vlaardingen,1,2020-03-16T14:00:00
NL,Enkhuizen,1,2020-03-16T14:00:00
NL,Emmen,1,2020-03-16T14:00:00
NL,"Nuenen, Gerwen en Nederwetten",1,2020-03-16T14:00:00
NL,Duiven,1,2020-03-16T14:00:00
NL,Voorst,1,2020-03-16T14:00:00
NL,Oirschot,1,2020-03-16T14:00:00
NL,Waalre,1,2020-03-16T14:00:00
NL,Dordrecht,1,2020-03-16T14:00:00
NL,Nissewaard,1,2020-03-16T14:00:00
NL,Waddinxveen,1,2020-03-16T14:00:00
NL,Heerhugowaard,1,2020-03-16T14:00:00
NL,Hellevoetsluis,1,2020-03-16T14:00:00
NL,Leusden,1,2020-03-16T14:00:00
NL,Leiderdorp,1,2020-03-16T14:00:00
NL,Súdwest-Fryslân,1,2020-03-16T14:00:00
NL,Staphorst,1,2020-03-16T14:00:00
NL,Lopik,1,2020-03-16T14:00:00
NL,Terneuzen,1,2020-03-16T14:00:00
NL,Laarbeek,1,2020-03-16T14:00:00
